node,threshold,gt,found,fp,fn,precision,recall,jaccard,hilbert_order
clab-nebula-serf5,10,3,0,0,3,0,0.0,0.0,10
clab-nebula-serf10,10,9,0,0,9,0,0.0,0.0,10
clab-nebula-serf15,10,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf20,10,4,0,0,4,0,0.0,0.0,10
clab-nebula-serf25,10,4,0,0,4,0,0.0,0.0,10
clab-nebula-serf30,10,13,0,0,13,0,0.0,0.0,10
clab-nebula-serf35,10,1,0,0,1,0,0.0,0.0,10
clab-nebula-serf40,10,1,0,0,1,0,0.0,0.0,10
clab-nebula-serf45,10,8,0,0,8,0,0.0,0.0,10
clab-nebula-serf50,10,8,0,0,8,0,0.0,0.0,10
clab-nebula-serf55,10,9,0,0,9,0,0.0,0.0,10
clab-nebula-serf60,10,10,0,0,10,0,0.0,0.0,10
clab-nebula-serf65,10,0,0,0,0,0,0,0,10
clab-nebula-serf70,10,19,0,0,19,0,0.0,0.0,10
clab-nebula-serf75,10,7,0,0,7,0,0.0,0.0,10
clab-nebula-serf80,10,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf85,10,4,0,0,4,0,0.0,0.0,10
clab-nebula-serf90,10,9,0,0,9,0,0.0,0.0,10
clab-nebula-serf95,10,10,0,0,10,0,0.0,0.0,10
clab-nebula-serf100,10,7,0,0,7,0,0.0,0.0,10
clab-nebula-serf105,10,3,0,0,3,0,0.0,0.0,10
clab-nebula-serf110,10,0,0,0,0,0,0,0,10
clab-nebula-serf115,10,0,0,0,0,0,0,0,10
clab-nebula-serf120,10,2,0,0,2,0,0.0,0.0,10
clab-nebula-serf125,10,3,0,0,3,0,0.0,0.0,10
clab-nebula-serf130,10,0,0,0,0,0,0,0,10
clab-nebula-serf135,10,0,0,0,0,0,0,0,10
clab-nebula-serf140,10,0,0,0,0,0,0,0,10
clab-nebula-serf145,10,0,0,0,0,0,0,0,10
clab-nebula-serf150,10,0,0,0,0,0,0,0,10
clab-nebula-serf155,10,0,0,0,0,0,0,0,10
clab-nebula-serf160,10,4,0,0,4,0,0.0,0.0,10
clab-nebula-serf1,15,12,0,0,12,0,0.0,0.0,10
clab-nebula-serf5,15,7,0,0,7,0,0.0,0.0,10
clab-nebula-serf10,15,20,0,0,20,0,0.0,0.0,10
clab-nebula-serf15,15,32,0,0,32,0,0.0,0.0,10
clab-nebula-serf20,15,15,0,0,15,0,0.0,0.0,10
clab-nebula-serf25,15,12,0,0,12,0,0.0,0.0,10
clab-nebula-serf30,15,28,0,0,28,0,0.0,0.0,10
clab-nebula-serf35,15,7,0,0,7,0,0.0,0.0,10
clab-nebula-serf40,15,11,0,0,11,0,0.0,0.0,10
clab-nebula-serf45,15,22,0,0,22,0,0.0,0.0,10
clab-nebula-serf50,15,23,0,0,23,0,0.0,0.0,10
clab-nebula-serf55,15,23,0,0,23,0,0.0,0.0,10
clab-nebula-serf60,15,42,0,0,42,0,0.0,0.0,10
clab-nebula-serf65,15,0,0,0,0,0,0,0,10
clab-nebula-serf70,15,36,0,0,36,0,0.0,0.0,10
clab-nebula-serf75,15,26,0,0,26,0,0.0,0.0,10
clab-nebula-serf80,15,32,0,0,32,0,0.0,0.0,10
clab-nebula-serf85,15,19,0,0,19,0,0.0,0.0,10
clab-nebula-serf90,15,30,0,0,30,0,0.0,0.0,10
clab-nebula-serf95,15,30,0,0,30,0,0.0,0.0,10
clab-nebula-serf100,15,8,0,0,8,0,0.0,0.0,10
clab-nebula-serf105,15,8,0,0,8,0,0.0,0.0,10
clab-nebula-serf110,15,2,0,0,2,0,0.0,0.0,10
clab-nebula-serf115,15,0,0,0,0,0,0,0,10
clab-nebula-serf120,15,2,0,0,2,0,0.0,0.0,10
clab-nebula-serf125,15,12,0,0,12,0,0.0,0.0,10
clab-nebula-serf130,15,0,0,0,0,0,0,0,10
clab-nebula-serf135,15,1,0,0,1,0,0.0,0.0,10
clab-nebula-serf140,15,0,0,0,0,0,0,0,10
clab-nebula-serf145,15,1,0,0,1,0,0.0,0.0,10
clab-nebula-serf150,15,1,0,0,1,0,0.0,0.0,10
clab-nebula-serf155,15,1,0,0,1,0,0.0,0.0,10
clab-nebula-serf160,15,5,0,0,5,0,0.0,0.0,10
clab-nebula-serf1,20,19,0,0,19,0,0.0,0.0,10
clab-nebula-serf5,20,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf10,20,40,0,0,40,0,0.0,0.0,10
clab-nebula-serf15,20,68,0,0,68,0,0.0,0.0,10
clab-nebula-serf20,20,26,0,0,26,0,0.0,0.0,10
clab-nebula-serf25,20,28,0,0,28,0,0.0,0.0,10
clab-nebula-serf30,20,45,0,0,45,0,0.0,0.0,10
clab-nebula-serf35,20,26,0,0,26,0,0.0,0.0,10
clab-nebula-serf40,20,35,0,0,35,0,0.0,0.0,10
clab-nebula-serf45,20,40,0,0,40,0,0.0,0.0,10
clab-nebula-serf50,20,41,0,0,41,0,0.0,0.0,10
clab-nebula-serf55,20,64,0,0,64,0,0.0,0.0,10
clab-nebula-serf60,20,70,0,0,70,0,0.0,0.0,10
clab-nebula-serf65,20,23,0,0,23,0,0.0,0.0,10
clab-nebula-serf70,20,66,0,0,66,0,0.0,0.0,10
clab-nebula-serf75,20,41,0,0,41,0,0.0,0.0,10
clab-nebula-serf80,20,55,0,0,55,0,0.0,0.0,10
clab-nebula-serf85,20,35,0,0,35,0,0.0,0.0,10
clab-nebula-serf90,20,49,0,0,49,0,0.0,0.0,10
clab-nebula-serf95,20,50,0,0,50,0,0.0,0.0,10
clab-nebula-serf100,20,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf105,20,25,0,0,25,0,0.0,0.0,10
clab-nebula-serf110,20,7,0,0,7,0,0.0,0.0,10
clab-nebula-serf115,20,0,0,0,0,0,0,0,10
clab-nebula-serf120,20,2,0,0,2,0,0.0,0.0,10
clab-nebula-serf125,20,45,0,0,45,0,0.0,0.0,10
clab-nebula-serf130,20,13,0,0,13,0,0.0,0.0,10
clab-nebula-serf135,20,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf140,20,13,0,0,13,0,0.0,0.0,10
clab-nebula-serf145,20,5,0,0,5,0,0.0,0.0,10
clab-nebula-serf150,20,9,0,0,9,0,0.0,0.0,10
clab-nebula-serf155,20,11,0,0,11,0,0.0,0.0,10
clab-nebula-serf160,20,10,0,0,10,0,0.0,0.0,10
clab-nebula-serf1,25,37,0,0,37,0,0.0,0.0,10
clab-nebula-serf5,25,19,0,0,19,0,0.0,0.0,10
clab-nebula-serf10,25,71,0,0,71,0,0.0,0.0,10
clab-nebula-serf15,25,88,0,0,88,0,0.0,0.0,10
clab-nebula-serf20,25,46,0,0,46,0,0.0,0.0,10
clab-nebula-serf25,25,44,0,0,44,0,0.0,0.0,10
clab-nebula-serf30,25,81,0,0,81,0,0.0,0.0,10
clab-nebula-serf35,25,63,0,0,63,0,0.0,0.0,10
clab-nebula-serf40,25,71,0,0,71,0,0.0,0.0,10
clab-nebula-serf45,25,80,0,0,80,0,0.0,0.0,10
clab-nebula-serf50,25,81,0,0,81,0,0.0,0.0,10
clab-nebula-serf55,25,83,0,0,83,0,0.0,0.0,10
clab-nebula-serf60,25,87,0,0,87,0,0.0,0.0,10
clab-nebula-serf65,25,62,0,0,62,0,0.0,0.0,10
clab-nebula-serf70,25,87,0,0,87,0,0.0,0.0,10
clab-nebula-serf75,25,76,0,0,76,0,0.0,0.0,10
clab-nebula-serf80,25,84,0,0,84,0,0.0,0.0,10
clab-nebula-serf85,25,57,0,0,57,0,0.0,0.0,10
clab-nebula-serf90,25,78,0,0,78,0,0.0,0.0,10
clab-nebula-serf95,25,80,0,0,80,0,0.0,0.0,10
clab-nebula-serf100,25,25,0,0,25,0,0.0,0.0,10
clab-nebula-serf105,25,54,0,0,54,0,0.0,0.0,10
clab-nebula-serf110,25,15,0,0,15,0,0.0,0.0,10
clab-nebula-serf115,25,0,0,0,0,0,0,0,10
clab-nebula-serf120,25,2,0,0,2,0,0.0,0.0,10
clab-nebula-serf125,25,58,0,0,58,0,0.0,0.0,10
clab-nebula-serf130,25,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf135,25,15,0,0,15,0,0.0,0.0,10
clab-nebula-serf140,25,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf145,25,7,0,0,7,0,0.0,0.0,10
clab-nebula-serf150,25,17,0,0,17,0,0.0,0.0,10
clab-nebula-serf155,25,14,0,0,14,0,0.0,0.0,10
clab-nebula-serf160,25,25,0,0,25,0,0.0,0.0,10
clab-nebula-serf1,30,74,0,0,74,0,0.0,0.0,10
clab-nebula-serf5,30,46,0,0,46,0,0.0,0.0,10
clab-nebula-serf10,30,88,0,0,88,0,0.0,0.0,10
clab-nebula-serf15,30,100,0,0,100,0,0.0,0.0,10
clab-nebula-serf20,30,80,0,0,80,0,0.0,0.0,10
clab-nebula-serf25,30,81,0,0,81,0,0.0,0.0,10
clab-nebula-serf30,30,93,0,0,93,0,0.0,0.0,10
clab-nebula-serf35,30,85,0,0,85,0,0.0,0.0,10
clab-nebula-serf40,30,87,0,0,87,0,0.0,0.0,10
clab-nebula-serf45,30,90,0,0,90,0,0.0,0.0,10
clab-nebula-serf50,30,93,0,0,93,0,0.0,0.0,10
clab-nebula-serf55,30,96,0,0,96,0,0.0,0.0,10
clab-nebula-serf60,30,111,0,0,111,0,0.0,0.0,10
clab-nebula-serf65,30,95,0,0,95,0,0.0,0.0,10
clab-nebula-serf70,30,110,0,0,110,0,0.0,0.0,10
clab-nebula-serf75,30,100,0,0,100,0,0.0,0.0,10
clab-nebula-serf80,30,110,0,0,110,0,0.0,0.0,10
clab-nebula-serf85,30,82,0,0,82,0,0.0,0.0,10
clab-nebula-serf90,30,101,0,0,101,0,0.0,0.0,10
clab-nebula-serf95,30,104,0,0,104,0,0.0,0.0,10
clab-nebula-serf100,30,59,0,0,59,0,0.0,0.0,10
clab-nebula-serf105,30,86,0,0,86,0,0.0,0.0,10
clab-nebula-serf110,30,37,0,0,37,0,0.0,0.0,10
clab-nebula-serf115,30,0,0,0,0,0,0,0,10
clab-nebula-serf120,30,3,1,0,2,1.0,0.3333333333333333,0.3333333333333333,10
clab-nebula-serf125,30,84,0,0,84,0,0.0,0.0,10
clab-nebula-serf130,30,24,0,0,24,0,0.0,0.0,10
clab-nebula-serf135,30,25,0,0,25,0,0.0,0.0,10
clab-nebula-serf140,30,25,0,0,25,0,0.0,0.0,10
clab-nebula-serf145,30,15,0,0,15,0,0.0,0.0,10
clab-nebula-serf150,30,23,0,0,23,0,0.0,0.0,10
clab-nebula-serf155,30,24,0,0,24,0,0.0,0.0,10
clab-nebula-serf160,30,37,0,0,37,0,0.0,0.0,10
clab-nebula-serf1,35,91,4,0,87,1.0,0.04395604395604396,0.04395604395604396,10
clab-nebula-serf5,35,80,3,0,77,1.0,0.0375,0.0375,10
clab-nebula-serf10,35,103,0,0,103,0,0.0,0.0,10
clab-nebula-serf15,35,117,0,0,117,0,0.0,0.0,10
clab-nebula-serf20,35,93,0,0,93,0,0.0,0.0,10
clab-nebula-serf25,35,93,0,0,93,0,0.0,0.0,10
clab-nebula-serf30,35,102,7,0,95,1.0,0.06862745098039216,0.06862745098039216,10
clab-nebula-serf35,35,95,0,0,95,0,0.0,0.0,10
clab-nebula-serf40,35,98,0,0,98,0,0.0,0.0,10
clab-nebula-serf45,35,118,0,0,118,0,0.0,0.0,10
clab-nebula-serf50,35,118,0,0,118,0,0.0,0.0,10
clab-nebula-serf55,35,119,0,0,119,0,0.0,0.0,10
clab-nebula-serf60,35,120,0,0,120,0,0.0,0.0,10
clab-nebula-serf65,35,115,0,0,115,0,0.0,0.0,10
clab-nebula-serf70,35,119,0,0,119,0,0.0,0.0,10
clab-nebula-serf75,35,115,0,0,115,0,0.0,0.0,10
clab-nebula-serf80,35,120,0,0,120,0,0.0,0.0,10
clab-nebula-serf85,35,111,0,0,111,0,0.0,0.0,10
clab-nebula-serf90,35,119,0,0,119,0,0.0,0.0,10
clab-nebula-serf95,35,119,0,0,119,0,0.0,0.0,10
clab-nebula-serf100,35,89,5,0,84,1.0,0.056179775280898875,0.056179775280898875,10
clab-nebula-serf105,35,123,0,0,123,0,0.0,0.0,10
clab-nebula-serf110,35,69,0,0,69,0,0.0,0.0,10
clab-nebula-serf115,35,1,0,0,1,0,0.0,0.0,10
clab-nebula-serf120,35,3,2,0,1,1.0,0.6666666666666666,0.6666666666666666,10
clab-nebula-serf125,35,112,2,0,110,1.0,0.017857142857142856,0.017857142857142856,10
clab-nebula-serf130,35,41,0,0,41,0,0.0,0.0,10
clab-nebula-serf135,35,42,0,0,42,0,0.0,0.0,10
clab-nebula-serf140,35,39,0,0,39,0,0.0,0.0,10
clab-nebula-serf145,35,37,0,0,37,0,0.0,0.0,10
clab-nebula-serf150,35,42,0,0,42,0,0.0,0.0,10
clab-nebula-serf155,35,43,0,0,43,0,0.0,0.0,10
clab-nebula-serf160,35,43,4,0,39,1.0,0.09302325581395349,0.09302325581395349,10
clab-nebula-serf1,40,107,18,0,89,1.0,0.16822429906542055,0.16822429906542055,10
clab-nebula-serf5,40,92,10,0,82,1.0,0.10869565217391304,0.10869565217391304,10
clab-nebula-serf10,40,120,13,0,107,1.0,0.10833333333333334,0.10833333333333334,10
clab-nebula-serf15,40,121,21,0,100,1.0,0.17355371900826447,0.17355371900826447,10
clab-nebula-serf20,40,102,10,0,92,1.0,0.09803921568627451,0.09803921568627451,10
clab-nebula-serf25,40,102,4,0,98,1.0,0.0392156862745098,0.0392156862745098,10
clab-nebula-serf30,40,119,27,0,92,1.0,0.226890756302521,0.226890756302521,10
clab-nebula-serf35,40,111,0,0,111,0,0.0,0.0,10
clab-nebula-serf40,40,118,0,0,118,0,0.0,0.0,10
clab-nebula-serf45,40,121,9,0,112,1.0,0.0743801652892562,0.0743801652892562,10
clab-nebula-serf50,40,122,10,0,112,1.0,0.08196721311475409,0.08196721311475409,10
clab-nebula-serf55,40,121,11,0,110,1.0,0.09090909090909091,0.09090909090909091,10
clab-nebula-serf60,40,124,14,0,110,1.0,0.11290322580645161,0.11290322580645161,10
clab-nebula-serf65,40,122,0,0,122,0,0.0,0.0,10
clab-nebula-serf70,40,124,23,0,101,1.0,0.18548387096774194,0.18548387096774194,10
clab-nebula-serf75,40,122,6,0,116,1.0,0.04918032786885246,0.04918032786885246,10
clab-nebula-serf80,40,127,20,0,107,1.0,0.15748031496062992,0.15748031496062992,10
clab-nebula-serf85,40,119,8,0,111,1.0,0.06722689075630252,0.06722689075630252,10
clab-nebula-serf90,40,122,24,0,98,1.0,0.19672131147540983,0.19672131147540983,10
clab-nebula-serf95,40,124,23,0,101,1.0,0.18548387096774194,0.18548387096774194,10
clab-nebula-serf100,40,137,6,0,131,1.0,0.043795620437956206,0.043795620437956206,10
clab-nebula-serf105,40,145,2,0,143,1.0,0.013793103448275862,0.013793103448275862,10
clab-nebula-serf110,40,107,0,0,107,0,0.0,0.0,10
clab-nebula-serf115,40,3,0,0,3,0,0.0,0.0,10
clab-nebula-serf120,40,3,2,0,1,1.0,0.6666666666666666,0.6666666666666666,10
clab-nebula-serf125,40,137,33,0,104,1.0,0.24087591240875914,0.24087591240875914,10
clab-nebula-serf130,40,53,0,0,53,0,0.0,0.0,10
clab-nebula-serf135,40,54,0,0,54,0,0.0,0.0,10
clab-nebula-serf140,40,52,0,0,52,0,0.0,0.0,10
clab-nebula-serf145,40,56,0,0,56,0,0.0,0.0,10
clab-nebula-serf150,40,54,0,0,54,0,0.0,0.0,10
clab-nebula-serf155,40,56,0,0,56,0,0.0,0.0,10
clab-nebula-serf160,40,58,5,0,53,1.0,0.08620689655172414,0.08620689655172414,10
clab-nebula-serf1,45,117,40,0,77,1.0,0.3418803418803419,0.3418803418803419,10
clab-nebula-serf5,45,108,22,0,86,1.0,0.2037037037037037,0.2037037037037037,10
clab-nebula-serf10,45,121,39,0,82,1.0,0.32231404958677684,0.32231404958677684,10
clab-nebula-serf15,45,124,64,0,60,1.0,0.5161290322580645,0.5161290322580645,10
clab-nebula-serf20,45,118,19,0,99,1.0,0.16101694915254236,0.16101694915254236,10
clab-nebula-serf25,45,119,24,0,95,1.0,0.20168067226890757,0.20168067226890757,10
clab-nebula-serf30,45,124,51,0,73,1.0,0.4112903225806452,0.4112903225806452,10
clab-nebula-serf35,45,121,9,0,112,1.0,0.0743801652892562,0.0743801652892562,10
clab-nebula-serf40,45,122,9,0,113,1.0,0.07377049180327869,0.07377049180327869,10
clab-nebula-serf45,45,124,42,0,82,1.0,0.3387096774193548,0.3387096774193548,10
clab-nebula-serf50,45,125,42,0,83,1.0,0.336,0.336,10
clab-nebula-serf55,45,126,52,0,74,1.0,0.4126984126984127,0.4126984126984127,10
clab-nebula-serf60,45,143,61,0,82,1.0,0.42657342657342656,0.42657342657342656,10
clab-nebula-serf65,45,126,2,0,124,1.0,0.015873015873015872,0.015873015873015872,10
clab-nebula-serf70,45,147,55,0,92,1.0,0.3741496598639456,0.3741496598639456,10
clab-nebula-serf75,45,135,36,0,99,1.0,0.26666666666666666,0.26666666666666666,10
clab-nebula-serf80,45,152,49,0,103,1.0,0.3223684210526316,0.3223684210526316,10
clab-nebula-serf85,45,134,26,0,108,1.0,0.19402985074626866,0.19402985074626866,10
clab-nebula-serf90,45,137,43,0,94,1.0,0.31386861313868614,0.31386861313868614,10
clab-nebula-serf95,45,142,39,0,103,1.0,0.2746478873239437,0.2746478873239437,10
clab-nebula-serf100,45,150,18,0,132,1.0,0.12,0.12,10
clab-nebula-serf105,45,153,12,0,141,1.0,0.0784313725490196,0.0784313725490196,10
clab-nebula-serf110,45,143,0,0,143,0,0.0,0.0,10
clab-nebula-serf115,45,6,0,0,6,0,0.0,0.0,10
clab-nebula-serf120,45,5,2,0,3,1.0,0.4,0.4,10
clab-nebula-serf125,45,146,48,0,98,1.0,0.3287671232876712,0.3287671232876712,10
clab-nebula-serf130,45,84,11,0,73,1.0,0.13095238095238096,0.13095238095238096,10
clab-nebula-serf135,45,91,11,0,80,1.0,0.12087912087912088,0.12087912087912088,10
clab-nebula-serf140,45,82,11,0,71,1.0,0.13414634146341464,0.13414634146341464,10
clab-nebula-serf145,45,66,4,0,62,1.0,0.06060606060606061,0.06060606060606061,10
clab-nebula-serf150,45,79,9,0,70,1.0,0.11392405063291139,0.11392405063291139,10
clab-nebula-serf155,45,82,8,0,74,1.0,0.0975609756097561,0.0975609756097561,10
clab-nebula-serf160,45,82,9,0,73,1.0,0.10975609756097561,0.10975609756097561,10
clab-nebula-serf1,50,121,84,1,37,0.9882352941176471,0.6942148760330579,0.6885245901639344,10
clab-nebula-serf5,50,118,70,0,48,1.0,0.5932203389830508,0.5932203389830508,10
clab-nebula-serf10,50,129,88,0,41,1.0,0.6821705426356589,0.6821705426356589,10
clab-nebula-serf15,50,151,87,0,64,1.0,0.5761589403973509,0.5761589403973509,10
clab-nebula-serf20,50,124,55,0,69,1.0,0.4435483870967742,0.4435483870967742,10
clab-nebula-serf25,50,124,49,0,75,1.0,0.3951612903225806,0.3951612903225806,10
clab-nebula-serf30,50,128,82,0,46,1.0,0.640625,0.640625,10
clab-nebula-serf35,50,124,47,0,77,1.0,0.3790322580645161,0.3790322580645161,10
clab-nebula-serf40,50,126,23,0,103,1.0,0.18253968253968253,0.18253968253968253,10
clab-nebula-serf45,50,145,75,0,70,1.0,0.5172413793103449,0.5172413793103449,10
clab-nebula-serf50,50,153,80,0,73,1.0,0.5228758169934641,0.5228758169934641,10
clab-nebula-serf55,50,153,83,0,70,1.0,0.5424836601307189,0.5424836601307189,10
clab-nebula-serf60,50,154,84,0,70,1.0,0.5454545454545454,0.5454545454545454,10
clab-nebula-serf65,50,152,63,0,89,1.0,0.4144736842105263,0.4144736842105263,10
clab-nebula-serf70,50,154,95,0,59,1.0,0.6168831168831169,0.6168831168831169,10
clab-nebula-serf75,50,154,70,0,84,1.0,0.45454545454545453,0.45454545454545453,10
clab-nebula-serf80,50,154,88,0,66,1.0,0.5714285714285714,0.5714285714285714,10
clab-nebula-serf85,50,149,51,0,98,1.0,0.3422818791946309,0.3422818791946309,10
clab-nebula-serf90,50,154,74,0,80,1.0,0.4805194805194805,0.4805194805194805,10
clab-nebula-serf95,50,154,72,0,82,1.0,0.4675324675324675,0.4675324675324675,10
clab-nebula-serf100,50,159,30,0,129,1.0,0.18867924528301888,0.18867924528301888,10
clab-nebula-serf105,50,155,26,0,129,1.0,0.16774193548387098,0.16774193548387098,10
clab-nebula-serf110,50,148,9,0,139,1.0,0.060810810810810814,0.060810810810810814,10
clab-nebula-serf115,50,23,0,0,23,0,0.0,0.0,10
clab-nebula-serf120,50,14,3,0,11,1.0,0.21428571428571427,0.21428571428571427,10
clab-nebula-serf125,50,155,59,0,96,1.0,0.38064516129032255,0.38064516129032255,10
clab-nebula-serf130,50,111,14,0,97,1.0,0.12612612612612611,0.12612612612612611,10
clab-nebula-serf135,50,112,14,0,98,1.0,0.125,0.125,10
clab-nebula-serf140,50,108,12,0,96,1.0,0.1111111111111111,0.1111111111111111,10
clab-nebula-serf145,50,104,4,0,100,1.0,0.038461538461538464,0.038461538461538464,10
clab-nebula-serf150,50,117,18,0,99,1.0,0.15384615384615385,0.15384615384615385,10
clab-nebula-serf155,50,117,14,0,103,1.0,0.11965811965811966,0.11965811965811966,10
clab-nebula-serf160,50,118,35,0,83,1.0,0.2966101694915254,0.2966101694915254,10
clab-nebula-serf1,55,133,92,0,41,1.0,0.6917293233082706,0.6917293233082706,10
clab-nebula-serf5,55,121,91,1,30,0.9891304347826086,0.7520661157024794,0.7459016393442623,10
clab-nebula-serf10,55,153,91,0,62,1.0,0.5947712418300654,0.5947712418300654,10
clab-nebula-serf15,55,154,103,0,51,1.0,0.6688311688311688,0.6688311688311688,10
clab-nebula-serf20,55,129,83,0,46,1.0,0.6434108527131783,0.6434108527131783,10
clab-nebula-serf25,55,127,80,0,47,1.0,0.6299212598425197,0.6299212598425197,10
clab-nebula-serf30,55,154,90,0,64,1.0,0.5844155844155844,0.5844155844155844,10
clab-nebula-serf35,55,145,80,0,65,1.0,0.5517241379310345,0.5517241379310345,10
clab-nebula-serf40,55,153,80,0,73,1.0,0.5228758169934641,0.5228758169934641,10
clab-nebula-serf45,55,154,96,0,58,1.0,0.6233766233766234,0.6233766233766234,10
clab-nebula-serf50,55,154,100,0,54,1.0,0.6493506493506493,0.6493506493506493,10
clab-nebula-serf55,55,154,97,0,57,1.0,0.6298701298701299,0.6298701298701299,10
clab-nebula-serf60,55,154,103,0,51,1.0,0.6688311688311688,0.6688311688311688,10
clab-nebula-serf65,55,154,97,0,57,1.0,0.6298701298701299,0.6298701298701299,10
clab-nebula-serf70,55,158,111,0,47,1.0,0.7025316455696202,0.7025316455696202,10
clab-nebula-serf75,55,155,97,0,58,1.0,0.6258064516129033,0.6258064516129033,10
clab-nebula-serf80,55,156,110,0,46,1.0,0.7051282051282052,0.7051282051282052,10
clab-nebula-serf85,55,154,87,0,67,1.0,0.564935064935065,0.564935064935065,10
clab-nebula-serf90,55,155,99,0,56,1.0,0.6387096774193548,0.6387096774193548,10
clab-nebula-serf95,55,154,100,0,54,1.0,0.6493506493506493,0.6493506493506493,10
clab-nebula-serf100,55,160,92,0,68,1.0,0.575,0.575,10
clab-nebula-serf105,55,160,78,0,82,1.0,0.4875,0.4875,10
clab-nebula-serf110,55,154,18,0,136,1.0,0.11688311688311688,0.11688311688311688,10
clab-nebula-serf115,55,57,0,0,57,0,0.0,0.0,10
clab-nebula-serf120,55,24,5,0,19,1.0,0.20833333333333334,0.20833333333333334,10
clab-nebula-serf125,55,161,88,0,73,1.0,0.546583850931677,0.546583850931677,10
clab-nebula-serf130,55,136,35,0,101,1.0,0.25735294117647056,0.25735294117647056,10
clab-nebula-serf135,55,137,32,0,105,1.0,0.23357664233576642,0.23357664233576642,10
clab-nebula-serf140,55,136,35,0,101,1.0,0.25735294117647056,0.25735294117647056,10
clab-nebula-serf145,55,130,28,0,102,1.0,0.2153846153846154,0.2153846153846154,10
clab-nebula-serf150,55,141,49,0,92,1.0,0.3475177304964539,0.3475177304964539,10
clab-nebula-serf155,55,137,49,0,88,1.0,0.35766423357664234,0.35766423357664234,10
clab-nebula-serf160,55,139,49,0,90,1.0,0.35251798561151076,0.35251798561151076,10
clab-nebula-serf1,60,153,105,0,48,1.0,0.6862745098039216,0.6862745098039216,10
clab-nebula-serf5,60,143,94,0,49,1.0,0.6573426573426573,0.6573426573426573,10
clab-nebula-serf10,60,156,105,0,51,1.0,0.6730769230769231,0.6730769230769231,10
clab-nebula-serf15,60,158,123,0,35,1.0,0.7784810126582279,0.7784810126582279,10
clab-nebula-serf20,60,154,99,0,55,1.0,0.6428571428571429,0.6428571428571429,10
clab-nebula-serf25,60,154,89,0,65,1.0,0.577922077922078,0.577922077922078,10
clab-nebula-serf30,60,154,109,0,45,1.0,0.7077922077922078,0.7077922077922078,10
clab-nebula-serf35,60,154,94,0,60,1.0,0.6103896103896104,0.6103896103896104,10
clab-nebula-serf40,60,154,96,0,58,1.0,0.6233766233766234,0.6233766233766234,10
clab-nebula-serf45,60,155,133,0,22,1.0,0.8580645161290322,0.8580645161290322,10
clab-nebula-serf50,60,156,138,0,18,1.0,0.8846153846153846,0.8846153846153846,10
clab-nebula-serf55,60,157,115,0,42,1.0,0.732484076433121,0.732484076433121,10
clab-nebula-serf60,60,158,136,0,22,1.0,0.8607594936708861,0.8607594936708861,10
clab-nebula-serf65,60,155,122,0,33,1.0,0.7870967741935484,0.7870967741935484,10
clab-nebula-serf70,60,161,139,0,22,1.0,0.8633540372670807,0.8633540372670807,10
clab-nebula-serf75,60,158,130,0,28,1.0,0.8227848101265823,0.8227848101265823,10
clab-nebula-serf80,60,159,141,0,18,1.0,0.8867924528301887,0.8867924528301887,10
clab-nebula-serf85,60,157,111,0,46,1.0,0.7070063694267515,0.7070063694267515,10
clab-nebula-serf90,60,159,135,0,24,1.0,0.8490566037735849,0.8490566037735849,10
clab-nebula-serf95,60,159,136,0,23,1.0,0.8553459119496856,0.8553459119496856,10
clab-nebula-serf100,60,161,136,0,25,1.0,0.84472049689441,0.84472049689441,10
clab-nebula-serf105,60,161,125,0,36,1.0,0.7763975155279503,0.7763975155279503,10
clab-nebula-serf110,60,157,54,0,103,1.0,0.34394904458598724,0.34394904458598724,10
clab-nebula-serf115,60,103,1,0,102,1.0,0.009708737864077669,0.009708737864077669,10
clab-nebula-serf120,60,48,6,0,42,1.0,0.125,0.125,10
clab-nebula-serf125,60,161,127,0,34,1.0,0.7888198757763976,0.7888198757763976,10
clab-nebula-serf130,60,146,49,0,97,1.0,0.3356164383561644,0.3356164383561644,10
clab-nebula-serf135,60,146,59,0,87,1.0,0.4041095890410959,0.4041095890410959,10
clab-nebula-serf140,60,145,49,0,96,1.0,0.33793103448275863,0.33793103448275863,10
clab-nebula-serf145,60,145,37,0,108,1.0,0.25517241379310346,0.25517241379310346,10
clab-nebula-serf150,60,152,50,0,102,1.0,0.32894736842105265,0.32894736842105265,10
clab-nebula-serf155,60,150,50,0,100,1.0,0.3333333333333333,0.3333333333333333,10
clab-nebula-serf160,60,149,75,0,74,1.0,0.5033557046979866,0.5033557046979866,10
clab-nebula-serf1,5,0,0,0,0,0,0,0,12
clab-nebula-serf5,5,0,0,0,0,0,0,0,12
clab-nebula-serf10,5,1,0,0,1,0,0.0,0.0,12
clab-nebula-serf15,5,1,0,0,1,0,0.0,0.0,12
clab-nebula-serf20,5,2,0,0,2,0,0.0,0.0,12
clab-nebula-serf25,5,0,0,0,0,0,0,0,12
clab-nebula-serf30,5,1,0,0,1,0,0.0,0.0,12
clab-nebula-serf35,5,0,0,0,0,0,0,0,12
